"","ID","LATITUDE","LONGITUDE","ELEMENT","FIRSTYEAR","LASTYEAR","STATE","STATE_NAME"
"1238","USC00035186",35.6042,-91.2747,"TMAX",1884,2025,"AR","ARKANSAS"
"1243","USC00035754",34.2256,-92.0186,"TMAX",1884,2025,"AR","ARKANSAS"
"1219","USC00033466",34.5128,-93.0486,"TMAX",1887,2025,"AR","ARKANSAS"
"1199","USC00031152",33.59,-92.8236,"TMAX",1890,2025,"AR","ARKANSAS"
"1247","USC00035908",33.8203,-93.3878,"TMAX",1890,2025,"AR","ARKANSAS"
"1216","USC00033164",36.1956,-93.1061,"TMAX",1891,2025,"AR","ARKANSAS"
"1231","USC00034756",34.5978,-94.29,"TMAX",1891,2025,"AR","ARKANSAS"
"1210","USC00032444",36.1011,-94.1736,"TMAX",1892,2025,"AR","ARKANSAS"
"1218","USC00033428",33.7092,-93.5564,"TMAX",1892,2025,"AR","ARKANSAS"
"1230","USC00034666",35.9117,-92.6564,"TMAX",1892,2025,"AR","ARKANSAS"
"1251","USC00036506",35.2678,-91.7167,"TMAX",1892,2025,"AR","ARKANSAS"
"6529","USW00013977",33.4561,-93.9878,"TMAX",1892,2025,"AR","ARKANSAS"
"1","AQW00061705",-14.3306,-170.7136,"TMAX",1966,2025,"AS","AMERICAN SAMOA"
"1111","USC00023393",32.9381,-112.6811,"TMAX",1892,2025,"AZ","ARIZONA"
"1136","USC00026250",34.1547,-114.2908,"TMAX",1893,2024,"AZ","ARIZONA"
"1170","USC00028619",31.7119,-110.0686,"TMAX",1893,2025,"AZ","ARIZONA"
"6186","USW00003103",35.1442,-111.6664,"TMAX",1893,2025,"AZ","ARIZONA"
"1118","USC00024453",34.7539,-112.1114,"TMAX",1897,2025,"AZ","ARIZONA"
"1179","USC00029359",35.2414,-112.1928,"TMAX",1897,2025,"AZ","ARIZONA"
"1146","USC00026796",34.5706,-112.4322,"TMAX",1898,2025,"AZ","ARIZONA"
"6741","USW00023194",35.0281,-110.7219,"TMAX",1898,2025,"AZ","ARIZONA"
"1152","USC00027480",33.1819,-110.5261,"TMAX",1900,2025,"AZ","ARIZONA"
"1104","USC00022754",32.7481,-109.1214,"TMAX",1901,2025,"AZ","ARIZONA"
"1151","USC00027435",34.5181,-109.4011,"TMAX",1901,2025,"AZ","ARIZONA"
"1098","USC00021306",32.8875,-111.7147,"TMAX",1903,2025,"AZ","ARIZONA"
"1155","USC00027560",32.2933,-109.2267,"TMAX",1903,2025,"AZ","ARIZONA"
"1178","USC00029334",32.2553,-109.8369,"TMAX",1903,2025,"AZ","ARIZONA"
"1158","USC00027716",35.3319,-112.8794,"TMAX",1904,2025,"AZ","ARIZONA"
"92","CA001090660",53.0667,-121.5167,"TMAX",1888,2024,"BC","BRITISH COLUMBIA"
"41","CA001036570",50.5333,-127.65,"TMAX",1895,2024,"BC","BRITISH COLUMBIA"
"14","CA001018610",48.4167,-123.3167,"TMAX",1898,2025,"BC","BRITISH COLUMBIA"
"167","CA001173210",51.3,-116.9833,"TMAX",1902,2024,"BC","BRITISH COLUMBIA"
"35","CA001032730",49.3833,-126.55,"TMAX",1908,2024,"BC","BRITISH COLUMBIA"
"153","CA001152850",49.4833,-115.0667,"TMAX",1913,2024,"BC","BRITISH COLUMBIA"
"163","CA001168520",51.5833,-119.7833,"TMAX",1913,2024,"BC","BRITISH COLUMBIA"
"40","CA001035940",48.7167,-125.1,"TMAX",1924,2024,"BC","BRITISH COLUMBIA"
"123","CA001108910",49.0167,-122.7833,"TMAX",1929,2024,"BC","BRITISH COLUMBIA"
"59","CA001054500",54.25,-133.05,"TMAX",1936,2024,"BC","BRITISH COLUMBIA"
"136","CA001126510",49.4667,-120.5167,"TMAX",1936,2024,"BC","BRITISH COLUMBIA"
"20","CA001021830",49.7167,-124.9,"TMAX",1944,2024,"BC","BRITISH COLUMBIA"
"26","CA001026270",50.6833,-127.3667,"TMAX",1944,2025,"BC","BRITISH COLUMBIA"
"76","CA001063690",52.2667,-128.4,"TMAX",1948,2024,"BC","BRITISH COLUMBIA"
"77","CA001064020",53.5667,-127.95,"TMAX",1951,2024,"BC","BRITISH COLUMBIA"
"1313","USC00043157",41.8714,-120.1575,"TMAX",1870,2025,"CA","CALIFORNIA"
"6756","USW00023271",38.5553,-121.4183,"TMAX",1877,2025,"CA","CALIFORNIA"
"1269","USC00040693",37.8744,-122.2606,"TMAX",1893,2024,"CA","CALIFORNIA"
"1299","USC00042294",38.535,-121.7761,"TMAX",1893,2025,"CA","CALIFORNIA"
"1344","USC00044412",33.0764,-116.5925,"TMAX",1893,2025,"CA","CALIFORNIA"
"1373","USC00046074",38.2778,-122.2647,"TMAX",1893,2025,"CA","CALIFORNIA"
"1374","USC00046136",39.2467,-121.0008,"TMAX",1893,2025,"CA","CALIFORNIA"
"1392","USC00046719",34.1483,-118.1447,"TMAX",1893,2025,"CA","CALIFORNIA"
"1395","USC00046826",38.2578,-122.6078,"TMAX",1893,2025,"CA","CALIFORNIA"
"1410","USC00047821",37.3594,-121.9244,"TMAX",1893,2025,"CA","CALIFORNIA"
"1414","USC00047902",34.4167,-119.6844,"TMAX",1893,2025,"CA","CALIFORNIA"
"1421","USC00048351",38.2994,-122.4622,"TMAX",1893,2025,"CA","CALIFORNIA"
"1458","USC00049866",41.7025,-122.6417,"TMAX",1893,2025,"CA","CALIFORNIA"
"1286","USC00041614",41.53,-120.1792,"TMAX",1894,2025,"CA","CALIFORNIA"
"1338","USC00044259",33.7086,-116.2153,"TMAX",1894,2025,"CA","CALIFORNIA"
"1460","USC00050109",40.155,-103.1417,"TMAX",1893,2025,"CO","COLORADO"
"1470","USC00050848",39.9928,-105.2669,"TMAX",1893,2025,"CO","COLORADO"
"1478","USC00051294",38.46,-105.2256,"TMAX",1893,2025,"CO","COLORADO"
"1479","USC00051401",39.3864,-104.8636,"TMAX",1893,2025,"CO","COLORADO"
"1496","USC00052184",37.6911,-106.3078,"TMAX",1893,2025,"CO","COLORADO"
"1512","USC00053005",40.5764,-105.0858,"TMAX",1893,2025,"CO","COLORADO"
"1516","USC00053146",39.1444,-108.7281,"TMAX",1893,2025,"CO","COLORADO"
"1519","USC00053261",39.7053,-105.6997,"TMAX",1893,2025,"CO","COLORADO"
"1531","USC00053662",38.5253,-106.9672,"TMAX",1893,2025,"CO","COLORADO"
"1539","USC00054413",40.9881,-102.2653,"TMAX",1893,2025,"CO","COLORADO"
"1552","USC00054770",38.0936,-102.6306,"TMAX",1893,2025,"CO","COLORADO"
"1553","USC00054834",38.0636,-103.2153,"TMAX",1893,2025,"CO","COLORADO"
"1555","USC00054945",40.5147,-102.9908,"TMAX",1893,2025,"CO","COLORADO"
"1557","USC00055116",40.1694,-105.0775,"TMAX",1893,2025,"CO","COLORADO"
"1559","USC00055322",37.1711,-105.94,"TMAX",1893,2025,"CO","COLORADO"
"1630","USC00065445",41.9725,-73.2208,"TMAX",1884,2025,"CT","CONNECTICUT"
"1633","USC00068138",41.795,-72.2286,"TMAX",1888,2025,"CT","CONNECTICUT"
"6573","USW00014752",41.7353,-72.6511,"TMAX",1920,2025,"CT","CONNECTICUT"
"1626","USC00061762",41.4003,-73.4211,"TMAX",1937,2025,"CT","CONNECTICUT"
"6578","USW00014758",41.2589,-72.8892,"TMAX",1948,2025,"CT","CONNECTICUT"
"7344","USW00094702",41.1642,-73.1267,"TMAX",1948,2025,"CT","CONNECTICUT"
"6565","USW00014740",41.9375,-72.6819,"TMAX",1949,2025,"CT","CONNECTICUT"
"1631","USC00065910",41.5267,-72.0653,"TMAX",1956,2025,"CT","CONNECTICUT"
"1627","USC00063207",41.3503,-72.0378,"TMAX",1957,2024,"CT","CONNECTICUT"
"1625","USC00060973",41.7944,-72.9319,"TMAX",1961,2025,"CT","CONNECTICUT"
"1634","USC00069388",41.9442,-71.9031,"TMAX",1965,2025,"CT","CONNECTICUT"
"1623","USC00060227",41.8417,-73.0086,"TMAX",1990,2025,"CT","CONNECTICUT"
"7058","USW00054767",41.7425,-72.1825,"TMAX",1996,2025,"CT","CONNECTICUT"
"7051","USW00054734",41.3722,-73.4833,"TMAX",1998,2025,"CT","CONNECTICUT"
"6553","USW00014707",41.3281,-72.0489,"TMAX",1999,2025,"CT","CONNECTICUT"
"NA",NA,NA,NA,NA,NA,NA,NA,NA
"1635","USC00072730",39.1467,-75.5056,"TMAX",1893,2025,"DE","DELAWARE"
"1637","USC00076410",39.6683,-75.7456,"TMAX",1894,2025,"DE","DELAWARE"
"6463","USW00013781",39.6744,-75.6056,"TMAX",1931,2025,"DE","DELAWARE"
"1638","USC00079605",39.7739,-75.5414,"TMAX",1932,2025,"DE","DELAWARE"
"1636","USC00075320",38.7842,-75.1581,"TMAX",1945,2025,"DE","DELAWARE"
"6458","USW00013764",38.6897,-75.3625,"TMAX",1945,2025,"DE","DELAWARE"
"1642","USC00080478",27.8864,-81.8325,"TMAX",1892,2025,"FL","FLORIDA"
"1653","USC00082229",29.0097,-81.2986,"TMAX",1892,2025,"FL","FLORIDA"
"1655","USC00082944",30.6669,-81.4525,"TMAX",1892,2025,"FL","FLORIDA"
"1675","USC00084731",30.1853,-82.5942,"TMAX",1892,2025,"FL","FLORIDA"
"1702","USC00087205",28.0208,-82.1392,"TMAX",1892,2025,"FL","FLORIDA"
"1718","USC00088824",28.1522,-82.7539,"TMAX",1892,2025,"FL","FLORIDA"
"6375","USW00012835",26.585,-81.8614,"TMAX",1892,2025,"FL","FLORIDA"
"6379","USW00012841",28.5467,-81.3356,"TMAX",1892,2025,"FL","FLORIDA"
"1694","USC00086414",29.1639,-82.0778,"TMAX",1893,2025,"FL","FLORIDA"
"1709","USC00087851",28.3381,-82.2603,"TMAX",1895,2025,"FL","FLORIDA"
"1678","USC00085099",30.3075,-82.9936,"TMAX",1898,2025,"FL","FLORIDA"
"1666","USC00084289",28.8028,-82.3128,"TMAX",1899,2025,"FL","FLORIDA"
"1660","USC00083207",27.4419,-80.3508,"TMAX",1901,2025,"FL","FLORIDA"
"1719","USC00088942",28.6244,-80.8169,"TMAX",1901,2025,"FL","FLORIDA"
"1724","USC00089566",30.1122,-85.1958,"TMAX",1901,2025,"FL","FLORIDA"
"971","FMW00040308",9.4833,138.0833,"TMAX",1951,2025,"FM","MICRONESIA"
"972","FMW00040504",6.9667,158.2167,"TMAX",1951,2025,"FM","MICRONESIA"
"973","FMW00040505",7.4667,151.85,"TMAX",1951,2025,"FM","MICRONESIA"
"967","FMC00914395",5.3544,162.9533,"TMAX",1954,2025,"FM","MICRONESIA"
"966","FMC00914325",1.0833,154.8,"TMAX",1968,2025,"FM","MICRONESIA"
"970","FMC00914843",5.3264,163.005,"TMAX",1990,2024,"FM","MICRONESIA"
"969","FMC00914720",6.2167,160.7,"TMAX",1997,2025,"FM","MICRONESIA"
"965","FMC00914251",8.55,151.9092,"TMAX",2003,2024,"FM","MICRONESIA"
"968","FMC00914590",3.85,155.0167,"TMAX",2014,2025,"FM","MICRONESIA"
"1748","USC00092966",32.2003,-83.2058,"TMAX",1891,2025,"GA","GEORGIA"
"1749","USC00093060",34.1408,-82.855,"TMAX",1891,2025,"GA","GEORGIA"
"1753","USC00093621",34.3006,-83.86,"TMAX",1891,2025,"GA","GEORGIA"
"1767","USC00095988",33.3328,-83.6975,"TMAX",1891,2025,"GA","GEORGIA"
"1783","USC00098740",34.5786,-83.3319,"TMAX",1891,2025,"GA","GEORGIA"
"1785","USC00099194",33.0714,-82.0072,"TMAX",1891,2025,"GA","GEORGIA"
"1740","USC00092266",31.985,-83.7747,"TMAX",1892,2025,"GA","GEORGIA"
"1757","USC00094170",32.2964,-83.4883,"TMAX",1892,2025,"GA","GEORGIA"
"1762","USC00094941",34.8531,-85.3142,"TMAX",1892,2025,"GA","GEORGIA"
"1763","USC00095204",33.7764,-82.4714,"TMAX",1892,2025,"GA","GEORGIA"
"1731","USC00091500",31.2058,-84.1722,"TMAX",1893,2025,"GA","GEORGIA"
"1736","USC00091982",34.8878,-83.3967,"TMAX",1893,2025,"GA","GEORGIA"
"1764","USC00095314",33.0125,-82.3914,"TMAX",1893,2024,"GA","GEORGIA"
"1775","USC00097600",34.2414,-85.1583,"TMAX",1893,2025,"GA","GEORGIA"
"1780","USC00098535",32.6864,-84.5208,"TMAX",1893,2024,"GA","GEORGIA"
"975","GQW00041406",13.4333,144.8,"TMAX",1945,2025,"GU","GUAM"
"974","GQC00914025",13.5761,144.9281,"TMAX",1953,2025,"GU","GUAM"
"976","GQW00041415",13.55,144.8333,"TMAX",2017,2025,"GU","GUAM"
"5257","USC00512570",21.695,-157.9811,"TMAX",1905,2024,"HI","HAWAII"
"5259","USC00513977",19.4917,-155.9117,"TMAX",1905,2025,"HI","HAWAII"
"5267","USC00515864",21.9189,-159.6278,"TMAX",1905,2025,"HI","HAWAII"
"5271","USC00517312",20.04,-155.3725,"TMAX",1934,2025,"HI","HAWAII"
"6678","USW00022508",21.4833,-158.0333,"TMAX",1939,2024,"HI","HAWAII"
"6681","USW00022521",21.3239,-157.9394,"TMAX",1940,2025,"HI","HAWAII"
"6680","USW00022519",21.4506,-157.7681,"TMAX",1942,2025,"HI","HAWAII"
"5255","USC00510470",21.9058,-159.5789,"TMAX",1949,2024,"HI","HAWAII"
"5264","USC00515275",20.7894,-156.9486,"TMAX",1949,2025,"HI","HAWAII"
"6671","USW00021504",19.7192,-155.0489,"TMAX",1949,2025,"HI","HAWAII"
"6682","USW00022534",21.1544,-157.0961,"TMAX",1949,2025,"HI","HAWAII"
"5256","USC00511125",20.7947,-156.0153,"TMAX",1950,2025,"HI","HAWAII"
"6683","USW00022536",21.9806,-159.3386,"TMAX",1950,2025,"HI","HAWAII"
"6679","USW00022516",20.8886,-156.4344,"TMAX",1954,2025,"HI","HAWAII"
"5269","USC00516198",19.5361,-155.5767,"TMAX",1955,2025,"HI","HAWAII"
"2071","USC00131319",42.0497,-91.5881,"TMAX",1892,2025,"IA","IOWA"
"2055","USC00130133",43.0664,-94.2222,"TMAX",1893,2025,"IA","IOWA"
"2061","USC00130364",41.4175,-95.0042,"TMAX",1893,2025,"IA","IOWA"
"2062","USC00130385",41.7069,-94.9222,"TMAX",1893,2025,"IA","IOWA"
"2065","USC00130600",41.8814,-92.2764,"TMAX",1893,2025,"IA","IOWA"
"2069","USC00131233",42.065,-94.85,"TMAX",1893,2025,"IA","IOWA"
"2072","USC00131354",40.7325,-92.89,"TMAX",1893,2024,"IA","IOWA"
"2074","USC00131402",43.0603,-92.6717,"TMAX",1893,2025,"IA","IOWA"
"2076","USC00131533",40.7242,-95.0192,"TMAX",1893,2025,"IA","IOWA"
"2077","USC00131635",41.795,-90.2642,"TMAX",1893,2025,"IA","IOWA"
"2079","USC00131833",40.9883,-94.7589,"TMAX",1893,2025,"IA","IOWA"
"2082","USC00132110",43.3042,-91.7953,"TMAX",1893,2025,"IA","IOWA"
"2083","USC00132171",42.0364,-95.3289,"TMAX",1893,2025,"IA","IOWA"
"2087","USC00132603",42.7753,-91.4536,"TMAX",1893,2025,"IA","IOWA"
"2088","USC00132689",43.1025,-94.6833,"TMAX",1893,2025,"IA","IOWA"
"1850","USC00106891",44.0764,-116.9311,"TMAX",1892,2025,"ID","IDAHO"
"1823","USC00103771",45.9197,-116.1292,"TMAX",1893,2025,"ID","IDAHO"
"1844","USC00106152",46.7281,-116.9558,"TMAX",1893,2025,"ID","IDAHO"
"1847","USC00106542",42.2339,-113.8925,"TMAX",1893,2025,"ID","IDAHO"
"1794","USC00100915",43.1917,-112.3453,"TMAX",1895,2025,"ID","IDAHO"
"1804","USC00101956",47.6822,-116.7967,"TMAX",1895,2025,"ID","IDAHO"
"1811","USC00102667",42.4261,-112.1253,"TMAX",1895,2025,"ID","IDAHO"
"1865","USC00108022",43.9522,-111.6786,"TMAX",1895,2025,"ID","IDAHO"
"1848","USC00106586",44.1769,-116.2903,"TMAX",1896,2025,"ID","IDAHO"
"1864","USC00107706",45.3542,-116.395,"TMAX",1896,2025,"ID","IDAHO"
"1790","USC00100470",44.0708,-111.4564,"TMAX",1897,2025,"ID","IDAHO"
"1866","USC00108062",47.3164,-116.5789,"TMAX",1897,2025,"ID","IDAHO"
"1860","USC00107386",48.3511,-116.8353,"TMAX",1898,2025,"ID","IDAHO"
"1812","USC00102676",43.7792,-111.1111,"TMAX",1904,2025,"ID","IDAHO"
"1821","USC00103631",42.9403,-115.3231,"TMAX",1905,2025,"ID","IDAHO"
"1965","USC00117391",41.5181,-90.5647,"TMAX",1872,2025,"IL","ILLINOIS"
"1951","USC00116526",41.3281,-88.9097,"TMAX",1892,2025,"IL","ILLINOIS"
"1885","USC00110338",41.7803,-88.3092,"TMAX",1893,2025,"IL","ILLINOIS"
"1892","USC00111329",39.2975,-87.9747,"TMAX",1893,2025,"IL","ILLINOIS"
"1899","USC00112193",39.8289,-88.9506,"TMAX",1893,2025,"IL","ILLINOIS"
"1901","USC00112348",41.835,-89.5136,"TMAX",1893,2025,"IL","ILLINOIS"
"1912","USC00113335",41.1739,-90.035,"TMAX",1893,2025,"IL","ILLINOIS"
"1938","USC00115768",40.9442,-90.6381,"TMAX",1893,2025,"IL","ILLINOIS"
"1953","USC00116610",39.6186,-87.6672,"TMAX",1893,2025,"IL","ILLINOIS"
"1973","USC00118684",39.7947,-88.2911,"TMAX",1893,2025,"IL","ILLINOIS"
"1975","USC00118916",41.5519,-89.5989,"TMAX",1893,2025,"IL","ILLINOIS"
"1976","USC00119241",39.4408,-90.3789,"TMAX",1893,2025,"IL","ILLINOIS"
"1884","USC00110187",37.5222,-89.2486,"TMAX",1895,2025,"IL","ILLINOIS"
"1898","USC00112140",40.1392,-87.6478,"TMAX",1895,2025,"IL","ILLINOIS"
"1913","USC00113384",41.4511,-90.1486,"TMAX",1895,2025,"IL","ILLINOIS"
"1989","USC00121747",39.1661,-85.9228,"TMAX",1893,2025,"IN","INDIANA"
"1996","USC00122825",40.2539,-85.1483,"TMAX",1893,2025,"IN","INDIANA"
"2015","USC00125117",40.7478,-86.3878,"TMAX",1893,2025,"IN","INDIANA"
"2017","USC00125337",40.58,-85.6586,"TMAX",1893,2025,"IN","INDIANA"
"2019","USC00126001",37.9286,-87.8956,"TMAX",1893,2025,"IN","INDIANA"
"2024","USC00126580",38.8886,-86.5517,"TMAX",1893,2025,"IN","INDIANA"
"2034","USC00127522",39.7594,-87.2269,"TMAX",1893,2025,"IN","INDIANA"
"2036","USC00127935",38.9542,-85.9044,"TMAX",1893,2024,"IN","INDIANA"
"2038","USC00127999",39.5283,-85.7914,"TMAX",1893,2025,"IN","INDIANA"
"6618","USW00014848",41.7072,-86.3164,"TMAX",1893,2025,"IN","INDIANA"
"1978","USC00120177",40.1167,-85.6814,"TMAX",1895,2025,"IN","INDIANA"
"1981","USC00120784",39.1739,-86.5208,"TMAX",1895,2025,"IN","INDIANA"
"2049","USC00129240",41.2633,-85.8678,"TMAX",1896,2025,"IN","INDIANA"
"2050","USC00129253",38.6489,-87.1989,"TMAX",1896,2025,"IN","INDIANA"
"1982","USC00120852",38.0303,-87.2736,"TMAX",1897,2025,"IN","INDIANA"
"2227","USC00144559",38.9569,-95.2483,"TMAX",1868,2025,"KS","KANSAS"
"6533","USW00013984",39.5514,-97.6508,"TMAX",1885,2025,"KS","KANSAS"
"2208","USC00143810",39.6678,-95.52,"TMAX",1891,2025,"KS","KANSAS"
"2177","USC00141740",37.1681,-94.83,"TMAX",1892,2025,"KS","KANSAS"
"2200","USC00143527",38.8586,-99.3358,"TMAX",1892,2025,"KS","KANSAS"
"2238","USC00145363",39.1247,-97.7047,"TMAX",1892,2025,"KS","KANSAS"
"2160","USC00140010",38.9267,-97.2128,"TMAX",1893,2025,"KS","KANSAS"
"2166","USC00140693",39.4575,-98.1125,"TMAX",1893,2025,"KS","KANSAS"
"2176","USC00141704",37.2694,-99.3214,"TMAX",1893,2025,"KS","KANSAS"
"2182","USC00142401",37.8183,-96.8444,"TMAX",1893,2025,"KS","KANSAS"
"2188","USC00142827",39.0572,-96.765,"TMAX",1893,2024,"KS","KANSAS"
"2198","USC00143239",37.6025,-99.3022,"TMAX",1893,2025,"KS","KANSAS"
"2215","USC00143954",37.2364,-95.7003,"TMAX",1893,2025,"KS","KANSAS"
"2223","USC00144341",37.0175,-98.49,"TMAX",1893,2025,"KS","KANSAS"
"2225","USC00144464",37.9411,-101.2492,"TMAX",1893,2025,"KS","KANSAS"
"7232","USW00093820",38.0339,-84.6114,"TMAX",1872,2025,"KY","KENTUCKY"
"2313","USC00155640",38.0583,-83.9333,"TMAX",1892,2025,"KY","KENTUCKY"
"2325","USC00157049",36.855,-86.8883,"TMAX",1893,2025,"KY","KENTUCKY"
"7225","USW00093808",36.9647,-86.4239,"TMAX",1893,2025,"KY","KENTUCKY"
"2301","USC00153994",36.8489,-87.5208,"TMAX",1896,2025,"KY","KENTUCKY"
"2310","USC00155243",38.6869,-83.7872,"TMAX",1896,2025,"KY","KENTUCKY"
"2318","USC00156091",37.7797,-87.0686,"TMAX",1896,2024,"KY","KENTUCKY"
"2285","USC00150254",38.4536,-82.6131,"TMAX",1897,2025,"KY","KENTUCKY"
"2299","USC00152791",38.1228,-83.5328,"TMAX",1904,2025,"KY","KENTUCKY"
"2322","USC00156624",37.5339,-83.3489,"TMAX",1925,2025,"KY","KENTUCKY"
"2314","USC00155694",36.6122,-88.3011,"TMAX",1926,2025,"KY","KENTUCKY"
"2309","USC00155097",37.1317,-86.1481,"TMAX",1934,2025,"KY","KENTUCKY"
"2330","USC00157677",36.6736,-84.4792,"TMAX",1936,2025,"KY","KENTUCKY"
"2327","USC00157215",36.7461,-86.2258,"TMAX",1946,2025,"KY","KENTUCKY"
"2308","USC00155067",37.3475,-87.5239,"TMAX",1948,2025,"KY","KENTUCKY"
"2361","USC00166657",30.0292,-91.8844,"TMAX",1891,2025,"LA","LOUISIANA"
"2336","USC00160098",31.3206,-92.4611,"TMAX",1892,2025,"LA","LOUISIANA"
"2350","USC00164674",29.9594,-91.7111,"TMAX",1892,2025,"LA","LOUISIANA"
"2344","USC00162151",30.5269,-90.2147,"TMAX",1893,2025,"LA","LOUISIANA"
"2345","USC00162534",30.0719,-91.0278,"TMAX",1893,2025,"LA","LOUISIANA"
"2346","USC00163313",29.8233,-91.5442,"TMAX",1893,2024,"LA","LOUISIANA"
"2347","USC00163800",30.4183,-92.0442,"TMAX",1893,2024,"LA","LOUISIANA"
"2348","USC00164034",30.4878,-90.4875,"TMAX",1893,2024,"LA","LOUISIANA"
"2349","USC00164355",32.81,-93.0625,"TMAX",1893,2025,"LA","LOUISIANA"
"2374","USC00169806",32.0997,-91.7022,"TMAX",1893,2025,"LA","LOUISIANA"
"6412","USW00012930",29.9167,-90.1303,"TMAX",1893,2025,"LA","LOUISIANA"
"6528","USW00013976",30.1986,-91.9894,"TMAX",1893,2025,"LA","LOUISIANA"
"2367","USC00168163",31.9497,-91.2336,"TMAX",1894,2025,"LA","LOUISIANA"
"2352","USC00164700",30.2003,-92.6642,"TMAX",1897,2025,"LA","LOUISIANA"
"2354","USC00165065",30.0206,-92.7681,"TMAX",1901,2025,"LA","LOUISIANA"
"2467","USC00194313",42.6408,-71.3636,"TMAX",1885,2025,"MA","MASSACHUSETTS"
"2442","USC00190120",42.3861,-72.5375,"TMAX",1893,2025,"MA","MASSACHUSETTS"
