"ID","LATITUDE","LONGITUDE","ELEVATION","NAME","annual_trend_TMAX","annual_trend_TMIN","annual_trend_PRCP","winter_trend_TMAX","spring_trend_TMAX","summer_trend_TMAX","fall_trend_TMAX","winter_trend_TMIN","spring_trend_TMIN","summer_trend_TMIN","fall_trend_TMIN","winter_trend_PRCP","spring_trend_PRCP","summer_trend_PRCP","fall_trend_PRCP"
"USC00049073",37.5019,-120.8456,31.4,"TURLOCK",0.580353065298865,2.21447692257166,-2.02204959625991,1.19519875996668,0.66894140028752,-0.90204269489454,0.923983758963914,2.30183622862426,2.58234535275492,2.08691401878422,2.76108271326273,1.09836513882625,0.175298667215067,-0.866907445725708,1.2802901508507
"USC00043161",39.51,-123.7564,37.5,"FT BRAGG 5 N",1.3749502536995,0.558290922794722,2.0022804241552,6.05201974558015,-0.607859226979741,1.43131561714458,-0.92331530615354,0.268747609935503,-0.530175535804326,0.197105037862327,0.561729581243821,10.188806952613,13.055865390842,-4.84558549284569,-3.88270638956426
"USC00047195",39.9367,-120.9475,1042.4,"QUINCY",1.6280771349596,1.11330778892119,-5.57861991416689,0.788383041001544,1.39176990968828,2.23932858155414,1.64630727656402,0.776722463553909,0.379063395903431,2.20178052010955,1.13405060385619,-9.70240446971175,3.50333530003158,-1.13899813661054,-13.1267520285355
"USC00048702",40.4167,-120.6631,1283.8,"SUSANVILLE 2SW",0.971974769740853,-0.17233164689352,-16.5005150921311,1.02025810344731,0.584453475265095,0.824082259750102,0.826525015663021,-0.0879181352715263,-0.118636576566256,0.586782487734222,-0.605551699600146,-29.0290752700887,-15.6730498258605,-1.58138907802821,-10.6011898404788
"USW00023157",37.3711,-118.3589,1252.7,"BISHOP AP",2.04855388327345,1.18530888215161,-5.06073343505906,0.814806893071021,2.02298154617427,3.89707708060289,1.24164694248268,0.656846715321548,1.30117718255041,1.86004660272011,0.998805235684211,-7.7497512935839,-4.84523058251445,0.21877595490706,-2.68494698437634
"USC00040943",38.2119,-119.0142,2551.2,"BODIE CALIFORNIA ST HISTORIC P",1.17003786429657,0.677359226611391,-6.43289872341677,1.1098976899868,1.74758490283255,0.472694902001817,1.32725093911465,0.826947970023447,0.628479392929804,0.680182709753581,0.0839958764218833,-19.2773800726858,-3.44366148799527,6.27327069543734,-8.35004931948079
"USC00043875",38.6294,-122.8664,53.9,"HEALDSBURG",-0.505437883684458,2.62834994376895,-0.679285432884423,0.554867101433071,-0.0488789945889802,-0.0593643239403576,-1.37408996195792,1.68351753176201,2.11290710425705,3.18524578956037,3.03506745523614,-2.54661829943034,3.71112717216359,-3.76439526067359,6.96389721037801
"USC00042805",33.6861,-117.3458,386.5,"ELSINORE",0.239046347990993,2.83921828832203,-4.07768725878806,-0.0556428188755662,0.772135523164437,0.208564520600685,-0.0891292831791604,2.66509247342338,2.49606837761874,2.84372782726771,3.46588969913673,-2.14272610982858,-9.26072032314475,0.253403316677695,-2.86896806167024
"USC00043191",38.515,-123.2447,34.1,"FT ROSS",0.376036825568748,-1.22814850672134,-28.695818495206,0.971704580377841,0.541503451327055,-0.211485165526517,0.266636434041484,-1.32695410141635,-0.976070921301418,-0.963753425660523,-1.83646032576292,-78.5298713707768,-25.5161403546778,-0.884581817062759,-23.3793623810005
"USC00048839",35.0233,-118.7497,434.3,"TEJON RANCHO",0.135607595083384,0.569282796591258,-4.96632288908518,-1.0128289115031,0.0525643843867848,1.2371508835252,0.721981102246073,0.212240605503905,0.453197602414214,0.647605048276208,0.204883120598634,-7.45565270463526,-7.00083363661992,1.71810178594713,-0.4806185806954
"USC00049367",36.3283,-119.2997,92.4,"VISALIA",-1.55912003819542,3.52656088335527,-0.0164672621841434,-1.93689398313304,-0.653074655498909,-2.39106468998463,-2.09108730622361,2.20081377177205,3.2792400614007,4.4145594345512,3.75995660043742,-0.418409816826199,0.84092235143289,-0.0202200920807535,3.31271812680421
"USC00043747",36.3158,-119.6369,72.2,"HANFORD 1 S",-1.26419914848357,3.31716042725461,0.738401559341908,-1.27517733115404,-0.998989390612003,-1.81095045770125,-1.49487145462986,2.34360302540092,3.00338303651518,3.8056813391456,4.05055247119033,4.37746327993679,-1.48298919305381,-0.594068266014966,0.249693911970634
"USC00044890",36.3817,-119.0264,156.4,"LEMON COVE",0.323105425805865,0.919265203723714,-3.83279291982306,0.702942980542286,0.426033531286725,-0.681425218080469,0.32340451644539,0.695902728998515,0.712319867555342,1.6170972693114,0.85125866763313,-3.93818319040059,-4.15458809836261,-0.322983858122986,-1.55879357572345
"USC00042239",32.9897,-116.5872,1414.3,"CUYAMACA",2.3459483483388,0.762941701229817,-38.0674693920148,2.49712185668811,1.71852603188239,2.16548216382491,2.6861536518873,1.03747910078448,0.831149446677218,0.848344065192653,0.381812091801782,-36.5978422619054,-72.319742438101,-12.0549227804813,-7.38363488832512
"USC00045532",37.2889,-120.5158,46.9,"MERCED",0.261104361896318,1.26667808788904,-1.78644705515764,0.511412550144625,0.778064367004181,-0.233295162325571,0.0394510965440938,1.01741063505016,1.27512607137623,1.11427388136939,1.8678694659065,0.695540077964389,-1.57885306029342,-0.44470838935135,-2.35316950860453
"USC00049452",35.5892,-119.3519,88.7,"WASCO",0.62971455264505,2.13820730062743,-2.7139881873812,0.895894213115211,1.09179827730158,-0.435077533842759,0.334310546178206,2.00604835736039,2.46404228138515,2.16214161516394,1.92679774105566,-14.7106441792821,-0.352789330884992,1.95670879654137,4.57801584406178
"USC00041018",39.4539,-120.6556,1641.3,"BOWMAN DAM",2.77538312364252,-0.660058442939502,0.432922519301293,1.86341445926782,0.735473877887394,1.61764205083335,2.22672891122555,-0.407052654499759,-1.18403623839631,-1.01595941125931,-0.769388958117507,-11.169449155238,1.25253894747411,-1.4379965924166,-11.6583565199865
"USC00044223",32.8489,-115.5667,-19.5,"IMPERIAL",0.00730057154722124,2.35695914614916,-0.803484928948531,0.203019373688404,-0.153101715323979,0.478418544911273,0.151827810278606,2.22699305951157,2.30018691572797,1.973546634626,3.23593597916674,-5.03884166716698,-0.205272680695967,-1.19425683198813,-0.362119206457279
"USC00044500",37.9567,-122.5447,44.2,"KENTFIELD",1.00650756897481,2.86392184040731,-10.2291069118054,1.11899202976838,1.16657381112251,1.03129809954343,0.568449757075469,2.62802917199688,2.27930046945482,3.30014025128314,3.21071857335546,-14.5155995786028,-4.92752425911349,-4.19961330977262,2.5346851997554
"USC00047965",38.4558,-122.7133,50.6,"SANTA ROSA",0.580524439751078,2.74314960475955,0.301800888269812,1.02773478719955,0.463773716300229,0.356721896287527,-0.0268425856384836,2.03360687006261,2.53639821113473,3.05947170672489,3.239964474113,-4.41101600948747,5.55527838572417,-1.13201698534797,10.9333713173541
"USC00046168",37.2811,-121.0178,27.4,"NEWMAN",1.56340552139742,1.5575335127383,2.49525220592527,1.48145564241656,1.85630793716261,1.2167870079314,1.70385408638284,1.31458764576624,1.16624049056936,2.09400275019641,1.62538397560909,7.91741302440828,-1.59609406762569,-0.149648968365107,4.43091842917478
"USC00044997",37.6819,-121.7514,161.2,"LIVERMORE",0.68340119369692,1.62453992772828,-1.67780802444886,0.439088609556443,0.902201135846534,1.40183872548116,-0.189380456345308,1.0822785572362,1.53362111220675,2.19104106317924,1.77543518583143,-6.72246394819909,-0.384999046976162,-0.0964317933785171,6.2975984224515
"USC00046508",41.3019,-123.5386,122.8,"ORLEANS",-1.21536692320043,0.446907122219802,-12.223911900147,-1.44614094191149,-1.7932193584861,-1.0272389594575,-0.847212505925183,0.454089010204025,0.12809444981394,0.46382907124161,0.606383797579943,-12.835744533355,12.2617482644148,-1.82497624852125,-13.4375951912203
"USC00046506",39.7458,-122.1997,77.4,"ORLAND",-0.0255864834998391,0.892502208424201,4.84537933501174,1.91914204109196,0.19984622786679,-2.35437495338371,0.309986790322981,0.611385421531076,0.819095818940447,1.24260561447292,0.921930662457976,11.7756098662463,0.886119387370506,0.926117800931031,7.26219678367849
"USC00046252",37.2328,-119.5097,806.2,"N FK RS",1.43369119921815,0.431183530283732,-32.5648892792683,1.84662713030134,0.592728929372812,1.08659395206916,1.45757663487025,0.143862654773432,-0.136234884514764,0.695281743598794,0.70203860933165,-62.4868719549627,-33.7431517751026,1.16271886455188,-1.27114401187472
"USC00040383",38.9072,-121.0839,393.8,"AUBURN",-0.846392428313079,0.378911991895252,-16.2449871211736,-0.987070153952059,-1.00066076046572,-1.18280257277741,-1.30665746820839,0.205988156635041,0.187542987598737,1.21709815129209,1.0795940523006,-43.6806410585451,-4.32398161947342,-1.81624393136814,1.05369943849825
"USC00041912",39.09,-120.9469,723.3,"COLFAX",0.286254412263713,1.23565331903916,-5.15736880835652,0.476614878766277,-0.38123110058104,0.941419214135581,-0.0555172051682288,1.05571316572065,1.05595185251908,1.52645355534492,1.48596307096351,-18.8365754934307,0.00263017158709069,-4.45442808321294,17.8790806725978
"USC00046399",34.4478,-119.2275,227.1,"OJAI",0.0939169697184517,0.958337235907001,-5.54689642546226,0.24299203851936,0.641940612661304,-0.583747789844422,-0.6291169765053,0.112418949292873,0.897260690209387,1.73897618254667,0.87005410511151,-10.4893554056801,-4.37132730768055,1.43472986891761,0.350217901819988
"USC00049855",37.7503,-119.5897,1224.7,"YOSEMITE PARK HQ",-0.646800270531565,3.95011891892195,-9.80207112901747,0.0500735594245606,-2.02821632160683,-0.454573138292799,-0.266930187235789,2.91999363660574,2.86126551951123,5.3875072941189,4.73925816038997,-32.1213466159718,-0.0722273779592881,-1.02307717498299,3.98275076590591
"USC00048353",37.9672,-120.3872,510.5,"SONORA",0.536428077879004,-1.63911013268205,-3.87587618158247,1.23190535337362,-0.783632612204806,0.324793021366152,1.23695084013776,-1.56016845551001,-1.86496719361342,-1.67569279674121,-1.70774502997164,-8.95730174861711,-7.40341960475708,0.146413320659075,7.64395713779675
"USC00049699",39.5231,-122.3047,71.3,"WILLOWS 6 W",1.39717058084346,0.799706008923647,-2.34577300556893,2.70928397906622,1.35244614549336,-0.0994548666757814,1.30702933045865,0.889586066596004,0.487019164688926,0.737480847679383,0.834380390648469,-13.0838175552742,6.56088203643039,-1.25510729715615,2.14424226991084
"USW00093134",34.0236,-118.2911,54.6,"LOS ANGELES DOWNTOWN/USC",2.04608197673787,1.68028684148085,-4.33628221790515,2.08970197570204,1.94958476129763,2.04532226263977,1.62672205013306,0.666509770055426,1.90594249729461,2.56417137454185,1.71436377934248,-6.09763357351116,-3.22394607287456,0.605694261977926,0.096696824407929
"USC00041072",38.2575,-119.2286,1972.1,"BRIDGEPORT",2.83087526123388,-0.0764397871763784,-5.53006628612892,3.16481916030198,2.61689640022213,3.0293663225844,1.89221534283847,-1.003498783201,0.519650661886554,1.38149637475213,-1.12168697989693,-7.86958553649666,-10.3572082939866,-2.24715914607376,-0.897541891413934
